ID,Titulo,DOI,Decisao,Motivacao
425,Phase-Based Offshore Wind Power Prediction Using LSTM Neural Networks,,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[offshore, energy industry] + IA[deep learning, neural networks, lstm]"
426,On the Wind Turbine Clearance Forecasting Surrogate Model,,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
427,Generating and Testing Navigation Scenarios for Verifying COLREG-Compliant Decision Support System,,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
428,Bridging Data Gaps with Machine Learning for Reliable Monitoring of a Floating Solar Array Under Extreme Marine Environments,,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[offshore] + IA[machine learning, neural networks, gradient boosting] + SCM[]"
429,Federated Learning for the Maritime and Offshore Industries: Training Machine Learning Models Without Data Sharing,10.5957/TOS-2025-019,Reprovado,Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[offshore] + IA[machine learning]
430,Integrated Live Geomechanics Model to Unlock the Deep Shale Gas Reservoir,10.56952/IGS-2024-0456,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[drilling, hydrocarbon, natural gas] + IA[machine learning]"
431,1D and 3D Geomechanical Modeling of an Unconventional Shale Gas Formation for Well Placement Location and Completions Optimization,10.56952/IGS-2024-0085,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[drilling, natural gas, exploration and production] + IA[machine learning, neural network]"
432,Artificial Intelligence Utilization for Ship Design Optimization,10.5957/SMC-2024-023,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
433,Random-Forest Model-Based Technique for Segmentation of Deep-Sea Images,,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
434,Machine Learning Algorithms and Statistical Methods for Investigating Hydrate Promoters for CO2 Sequestration in Marine Hydrate Reservoirs,,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, natural gas, energy sector] + IA[machine learning, linear regression]"
435,Real-Time Rate of Penetration Prediction for Motorized Bottom Hole Assembly Using Artificial Intelligence,10.56952/ARMA-2024-1059,Sinalizado,"Intersecção dos 3 temas detectada, porém é case study/piloto/conceitual. Verificar se apresenta contribuição primária. O&G[drilling] + IA[artificial intelligence, neural networks, predictive models] + SCM[]"
436,Ship Collision Detection and Classification Employing AIS Data,,Reprovado,"Fora do escopo: apenas SCM dos 3 temas identificado. Ausentes: O&G, IA"
437,Progressive Reduced Order Modeling: From Single-Phase Flow to Coupled Multiphysics Processes,10.56952/ARMA-2024-0096,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[subsurface] + IA[machine learning, transfer learning, predictive modeling] + SCM[]"
438,Multi-Source Data Fusion and Knowledge Presentation for Shield Tunnel Maintenance Work Based on Knowledge Graph,10.56952/ARMA-2024-0876,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[artificial intelligence, natural language processing] + SCM[transportation]"
439,A Real-Time Inversion Framework for Carbon Equivalent Emissions in Oil and Gas Extraction Based on Vision Transformer,,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, gas industry] + IA[deep learning, transformer]"
440,Deep Learning for S-Wave Arrival Time Picking in Acoustic Emission Source Location Analysis,10.56952/ARMA-2024-0279,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
441,Comparative Analysis Framework for Route-Based Fuel Oil Consumption,,Sinalizado,"Intersecção dos 3 temas detectada, porém é case study/piloto/conceitual. Verificar se apresenta contribuição primária. O&G[] + IA[machine learning] + SCM[logistics]"
442,Lithology Identification of Deep Coal Seam Based on Machine Learning,10.56952/ARMA-2024-0906,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[shale, reservoir] + IA[machine learning, random forest, xgboost]"
443,Enhancing Well Kick Classification in Drilling Operations Using a Novel PCA-Based Machine Learning Approach,10.56952/ARMA-2024-0626,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[drilling, wellbore] + IA[machine learning, neural network, classification model]"
444,Production and Tracking Methods of Surrogate Particles for Experimental Testing of Paint Flake Emissions Originating from Offshore Structures,,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, offshore] + IA[computer vision]"
445,Mechanisms and Mode Recognition of Two-Phase Flow Instability in Offshore Passive Heat Removal System for Nuclear Powered Ships,,Reprovado,Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[offshore] + IA[neural network]
446,Seismic Source Characterization with Distributed Acoustic Sensing,10.56952/ARMA-2024-1111,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[offshore, seismic] + IA[neural network, convolutional]"
447,Unveiling the Invisible: Mapping Basement Faults Using Microseismic Clouds,10.56952/ARMA-2024-0557,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[seismic, reservoir, subsurface] + IA[machine learning, neural network, lstm]"
448,Wavelet Transform and Hidden Markov Model Application for Unsupervised Clustering of Microseismic Events from CO2 Injection,10.56952/ARMA-2024-0844,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[seismic, subsurface] + IA[machine learning, clustering, k-means]"
449,"Rocks, Data, Algorithms: A Roadmap for Practical Machine Learning Adoption in Rock Engineering",10.56952/ARMA-2024-1234,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
450,Hyperparameter Tuning of an Artificial Neural Network (ANN) for Laboratory Acoustic Emission Source Location,10.56952/ARMA-2024-0277,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
451,Duration Prediction of Ship Lifting Machine Based on LIWOA Optimal Neural Network,,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
452,Automatic Classification of Underwater Sounds Measured Under a Shipping Lane Using Machine Learning and its Validation with AIS Data,,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
453,Improved Shale Volume Prediction Using Machine Learning Algorithms in Complex Reservoirs,10.56952/ARMA-2024-1085,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[well log, shale, reservoir] + IA[machine learning, neural networks, random forest]"
454,Hydrodynamic Characteristion of Flapping Hydrofoils Based on Machine Learning,,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
455,The Fast Time-Domain Fatigue Check Method for Floating Offshore Wind Turbine,,Reprovado,Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[offshore] + IA[neural network]
456,Enhancing DeepLabV3+ for Underwater Equipment Detection and Segmentation,,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[oil and gas] + IA[deep learning, neural network, computer vision]"
457,Evaluation of Different Tree-Based Machine Learning Approaches for Formation Lithology Classification,10.56952/IGS-2023-0026,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
458,Singular Value Decomposition-Based Multiple Model Approach Towards Developing Digital Twin Applications in Ship Performance Prediction,,Aprovado,"Alta relevância: interseção clara dos 3 temas. O&G[natural gas, lng] + IA[digital twin] + SCM[supply chain, freight]"
459,Enhancing Long-Term Predictive Accuracy in Wave Energy Converters Through a Dual-Model Approach,,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
460,Study on Fire Risk Assessment Method for FPSO Upper Module Based on FDS Numerical Simulation,,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[offshore, oilfield, oilfield] + IA[neural networks, deep neural]"
461,A Fast Forecasting Method for Parametric Rolling and Synchronous Rolling of Container Ship Based on GRNN Neural Network,,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[neural network] + SCM[transportation]"
462,Fracture Morphology Evaluation of Surrogate Model for Fast Prediction Using Machine Learning,10.56952/IGS-2023-0199,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
463,Digital Twin Supported Structural Health Monitoring of Test Rigs for Wave Energy Applications,,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
464,An Automated Data-Driven Workflow for Identifying Fractured Horizontal Well Sweet Spots in Shale Reservoirs,10.56952/ARMA-2023-0672,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, hydrocarbon, shale] + IA[machine learning, clustering, autoencoder]"
465,Unified Flow Pattern Prediction of Gas/Viscous-Liquid Two-Phase Flow using Machine Learning,,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
466,Committee IV.1: Design Principles and Criteria,10.5957/ISSC-2022-COMMITTEE-IV-1,Aprovado,Relevante: presença dos 3 temas identificada. O&G[offshore] + IA[digital twin] + SCM[]
467,Maximizing Wind-Generated Power Using Pitching Angles and Wind Speed,,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[offshore, energy sector] + IA[machine learning, predictive model]"
468,Predicting Trapping Indices in CO2 Sequestration: A Data-Driven Machine Learning Approach for Coupled Chemo-Hydro-Mechanical Models in Deep Saline Aquifers,10.56952/ARMA-2023-0757,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[oil and gas, reservoir, energy industry] + IA[machine learning, neural network, deep neural]"
469,Real-Time Seismic Wave Velocity Prediction for Accurate Source Location in Underground Mines Based on Machine Learning,10.56952/ARMA-2023-0482,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[seismic] + IA[machine learning, neural networks, random forest]"
470,"Spatial Data Analysis of Water Production from Unconventional Reservoirs, Case Study from the Williston Basin, North Dakota",10.56952/ARMA-2023-0859,Reprovado,"Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[oil and gas, petroleum, upstream] + SCM[transportation]"
471,Active Control of the Wave-Induced Motions of a Float: Real-Time Simulations with a Digital Twin and Experimental Validation,,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, offshore] + IA[digital twin]"
472,A Conventional Neural Network Lithology Classification Method Based on Vibration Data,10.56952/ARMA-2022-0143,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[oil & gas, drilling, reservoir] + IA[machine learning, neural network, random forest]"
473,A Method of Recognizing Ship Vibration Mode Based on CNN,,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
474,A Machine Learning-Based Microseismic Event Location and Wave Velocity Prediction,10.56952/ARMA-2022-0166,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[seismic] + IA[machine learning, deep learning, neural networks]"
475,Automated Extraction of Borehole Breakout Properties from Acoustic Televiewer (ATV) Data,10.56952/ARMA-2022-0408,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
476,Formation Pressure Abnormality Identification Using Artificial Neural Networks: A Classification Model,10.56952/ARMA-2022-0824,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[drilling, wellbore] + IA[neural networks, classification model]"
477,Dynamic Fracture Network Evolution: Monitoring and Characterizing Using a Geomechanically Constrained Time-Lapsed Windowed Microseismic Imaging,10.56952/ARMA-2022-0711,Sinalizado,"Tema ausente: SCM/SCRM não explícito, mas termos secundários presentes (score=2). O&G[seismic, reservoir, subsurface] + IA[artificial intelligence]"
478,Study on Numerical Simulation of Complex Wave Based on Deep Reinforcement Learning Method,,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
479,Study on BP-DS Algorithm for Operation State Identification of Inland River Navigation Markers,,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[neural networks] + SCM[transportation, inspection]"
480,Forecasting Coastal Significant Wave Heights Using Long Short-Term Memory Network Model,,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[machine learning, neural network, support vector] + SCM[transportation]"
481,Neural Network Model for Trim Optimization of Oil Tankers in Operation,,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[] + IA[neural network, backpropagation] + SCM[transportation]"
482,Machine Learning Techniques for Ship Performance Predictions in Open Water and Ice,,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
483,High-Efficiency Optimization Design of Marine Propeller Based on P-System Diffusion Algorithm and Parameter Model,,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
484,A Novel Algorithmic Design and Implementation for Predicting Crude-Oil PVT Properties,10.2118/203716-MS,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oilfield, oilfield, crude oil] + IA[artificial intelligence, machine learning]"
485,Advanced Data Analytics towards Energy Efficient and Emission Reduction Retrofit Technology Integration in Shipping,,Reprovado,"Fora do escopo: apenas nenhum dos 3 temas identificado. Ausentes: O&G, IA, SCM"
486,Improved Correlations and Predictive Models for Nigerian Crude Oil Pvt Properties Using Advanced Regression and Intelligent Techniques,10.2118/203658-MS,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, crude oil, wellbore] + IA[machine learning, random forest, predictive models]"
487,A New Method to Evaluate Shale Fracability and Fracture Complex Index in Shale Gas Play,,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[drilling, seismic, shale] + IA[neural network]"
488,Forces Prediction of a Hydrofoil by Combined Machine Learning and CFD Approach,,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[artificial intelligence, machine learning, neural network] + SCM[logistics]"
489,Longitudinal Motion Control of ARVs Via Sliding Mode Controller Driven By Nonlinear Disturbance Observer,,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
490,Developing a Drilling Optimization System for Improved Overall Rate of Penetration in Geothermal Wells,,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, drilling, gas industry] + IA[metaheuristic, optimization algorithm]"
491,Formation Pressure Prediction From Mechanical and Hydraulic Drilling Data Using Artificial Neural Networks,,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[drilling, wellbore] + IA[neural networks, predictive model]"
492,3D Geomechanical Modelling for Unconventional Sweet Spot Identification and Optimized Reservoir Development,,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[well log, seismic, shale] + IA[machine learning]"
493,Evaluation of Brittleness Index Based on Mineral Compositions Prediction Using Artificial Neural Network,,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[drilling, hydrocarbon, fracking] + IA[machine learning, neural network]"
494,Particle Filter Based Ship State and Parameter Estimation for Vessel Maneuvers,,Sinalizado,"Possível relevância: IA+SCM presentes, verificar aplicabilidade ao contexto O&G. IA[artificial intelligence] + SCM[transportation]"
495,The Identification Models of the Copper Recovery Using Supervised Machine Learning Algorithms for the Geochemical Data.,,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[drilling] + IA[machine learning, random forest, xgboost] + SCM[transportation]"
496,Learning From Laboratory Earthquakes: A Transfer Learning Approach to Active Source Seismic Monitoring,,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, seismic, fracking] + IA[machine learning, transfer learning]"
497,Hydrodynamic Optimization Design Research Based On Parametric Deformation of DTMB5415,,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
498,Decision-Support System for Offshore Wind Farm Installation,,Reprovado,Fora do escopo: tema IA ausente. Artigo sobre O&G+SCM sem componente de inteligência artificial. O&G[offshore] + SCM[]
499,Fault Diagnosis Analysis of Large Scale AUV Hydraulic Steering Gear Based on Multi-Information Fusion,,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
500,Machine Learning for Locating Acoustic Emissions From Single-Station Observations of Brittle Cracking in Rocks,,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[seismic] + IA[machine learning, deep learning]"
501,Development and Prediction of Cavitation in Centrifugal Pumps using Industrial Internet of Things Technology,10.2118/203661-MS,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, upstream, downstream] + IA[machine learning]"
502,Predicting the Risk of Lost Circulation Using Support Vector Machine Model,,Aprovado,"Relevante: presença dos 3 temas identificada. O&G[oil and gas, drilling, wellbore] + IA[machine learning, support vector] + SCM[]"
503,Sonic Logs Prediction in Real Time by Using Random Forest Technique,,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[petroleum, drilling, reservoir] + IA[machine learning, random forest]"
504,Assisted Cement Log Interpretation,10.2118/209529-MS,Reprovado,"Fora do escopo: apenas IA dos 3 temas identificado. Ausentes: O&G, SCM"
505,CISSNet: Causal Intervention and Sparse Shift Network for Superior Lithology Classification in Well Logging Data,10.2118/230314-PA,Reprovado,"Fora do escopo: tema SCM/SCRM ausente. Artigo sobre O&G+IA sem foco em cadeia de suprimentos. O&G[oil and gas, well log, subsurface] + IA[deep learning, transfer learning, feature selection]"
